,title,address.street-address,name,address,distance
63,Edificio Vitalicio,Plaza ESPAÑA ,116b - Plaza de España B,Calle Princesa nº 5,78.21593735629507
64,Edificio y Cine Pompeya,Calle GRAN VIA 70,116b - Plaza de España B,Calle Princesa nº 5,161.09840682035627
65,Edificios Los Sótanos. Hotel Emperador,Calle GRAN VIA 53,23 - Santo Domingo,Plaza de Santo Domingo nº 1,123.34624656527858
66,Ermita de la Virgen del Puerto,PASEO VIRGEN DEL PUERTO 4,167 - Segovia 45,Calle Segovia nº 45,455.1940800991577
67,Ermita de San Antonio de la Florida,GLORIETA SAN ANTONIO DE LA FLORIDA 4,161 - Paseo de la Florida,Paseo de la Florida nº 8,569.8551470647801
68,Ermita de Santa Maria la Antigua,CALLE MONSE&amp;Ntilde;OR OSCAR ROMERO 92,224 - Caramuel,Calle Caramuel nº 51,3993.510080585763
69,Escuelas Pías de San Fernando (Biblioteca  y centro de la UNED),CALLE SOMBRERETE 15,44 - Plaza de Nelson Mandela,Calle Mesón de Paredes nº 35,203.58551559933966
70,Estación de Atocha,PLAZA EMPERADOR CARLOS V 3,50 - Museo Reina Sofía,Calle Santa Isabel nº 57,125.6344786757012
71,Fundación Francisco Giner de los Ríos,PASEO GENERAL MARTINEZ CAMPOS 14,125 - General Martínez Campos ,Calle Fernández de la Hoz nº 29,222.01326444503127
72,Fundación Juan March,CALLE CASTELLO 77,109 - Marqués de Salamanca,Calle José Ortega y Gasset nº 30,143.03899823466736
73,Gimnasio del Colegio Maravillas,CALLE JOAQUIN COSTA 21,137 - Plaza de la República Argentina,Plaza de la República Argentina nº 6,253.05883980523166
74,Grandes Almacenes Madrid-París,Calle DESENGAÑO 7,211 - Desengaño,Calle Desengaño nº 1,114.97977515297843
75,Hipódromo de la Zarzuela,HIPODROMO ZARZUELA ,261 - Facultad Derecho,Avenida Complutense nº 23,4382.122230644921
76,Hospital de Jornaleros San Francisco de Paula,CALLE MAUDES 17,133 - Raimundo Fernández,Calle Raimundo Fernández Villaverde nº 33,224.56567272723868
77,Hotel Alfonso XIII,Calle GRAN VIA 34,210 - Tres Cruces,Calle Tres Cruces nº 7,185.66153594706344
78,Hotel Apartamentos Espahotel,Calle FLOR BAJA 6,116b - Plaza de España B,Calle Princesa nº 5,140.87526273330363
79,Hotel Gran Vía,Calle GRAN VIA 25,210 - Tres Cruces,Calle Tres Cruces nº 7,50.090205459192646
80,Hotel Menfis,Calle GENERAL MITRE ,116b - Plaza de España B,Calle Princesa nº 5,108.54350973162946
81,Hotel Metropolitano,Calle GRAN VIA 23,210 - Tres Cruces,Calle Tres Cruces nº 7,79.56980811569451
82,Hotel Nueva York y cine Actualidades,Calle GRAN VIA 48,2 - Miguel Moya,Calle Miguel Moya nº 1,54.41040267990849
83,Hotel Palace,PLAZA CORTES 7,29 - Marqués de Cubas,Calle del Marqués de Cubas nº 25,87.03286046812708
84,Hotel Roma,CALLE CLAVEL 3,18 - Plaza de Pedro Zerolo,Plaza de Pedro Zerolo nº 1,87.41667556349229
85,Hotel Washington,Calle GRAN VIA 72,116b - Plaza de España B,Calle Princesa nº 5,133.13045024209217
86,Hotel y cine Rex,Calle GRAN VIA 43B,22 - Jacometrezo,Calle Jacometrezo nº 3,94.77523801704574
87,Iglesia de la Concepción Real de Calatrava,Calle ALCALÁ 25,28 - Sevilla,Calle Alcalá nº 27,66.6283961327117
88,Iglesia de San Antonio de los Alemanes,Calle PUEBLA 22,17 - Carlos Cambronero,Plaza de Carlos Cambronero nº 2,93.97368213416502
